"","iter","types","value","split","site"
"276",12,"Non-euc Suppressed",0.709945678710938,"train","Collins"
"277",13,"Eucalyptus diversicolor Co/dominant",0.643072509765625,"train","Collins"
"278",13,"Eucalyptus diversicolor Suppressed",0.65611572265625,"train","Collins"
"279",13,"Non-euc Suppressed",0.752359008789062,"train","Collins"
"280",14,"Eucalyptus diversicolor Co/dominant",0.677413940429688,"train","Collins"
"281",14,"Eucalyptus diversicolor Suppressed",0.632587541852679,"train","Collins"
"282",14,"Non-euc Suppressed",0.715493774414062,"train","Collins"
"283",15,"Eucalyptus diversicolor Co/dominant",0.658877563476562,"train","Collins"
"284",15,"Eucalyptus diversicolor Suppressed",0.644663783482143,"train","Collins"
"285",15,"Non-euc Suppressed",0.719729614257812,"train","Collins"
"286",16,"Eucalyptus diversicolor Co/dominant",0.6766357421875,"train","Collins"
"287",16,"Eucalyptus diversicolor Suppressed",0.657819475446429,"train","Collins"
"288",16,"Non-euc Suppressed",0.78638916015625,"train","Collins"
"289",17,"Eucalyptus diversicolor Co/dominant",0.683602905273437,"train","Collins"
"290",17,"Eucalyptus diversicolor Suppressed",0.61492919921875,"train","Collins"
"291",17,"Non-euc Suppressed",0.723602294921875,"train","Collins"
"292",18,"Eucalyptus diversicolor Co/dominant",0.660662841796875,"train","Collins"
"293",18,"Eucalyptus diversicolor Suppressed",0.651468331473214,"train","Collins"
"294",18,"Non-euc Suppressed",0.664437866210937,"train","Collins"
"295",19,"Eucalyptus diversicolor Co/dominant",0.66566162109375,"train","Collins"
"296",19,"Eucalyptus diversicolor Suppressed",0.636146763392857,"train","Collins"
"297",19,"Non-euc Suppressed",0.765643310546875,"train","Collins"
"298",20,"Eucalyptus diversicolor Co/dominant",0.645327758789062,"train","Collins"
"299",20,"Eucalyptus diversicolor Suppressed",0.6720458984375,"train","Collins"
"300",20,"Non-euc Suppressed",0.771002197265625,"train","Collins"
"301",1,"Eucalyptus diversicolor Co/dominant",0.62666015625,"test","Collins"
"302",1,"Eucalyptus diversicolor Suppressed",0.464825439453125,"test","Collins"
"303",1,"Non-euc Suppressed",0.775927734375,"test","Collins"
