"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","site","range_ci","size_from","size_to","species_from","species_to","size_int","georegion","sig","class_from","class_to","class_int","group"
"422","Eucalyptus pilularis small","Eucalyptus microcorys large",-0.243310699366954,-0.622035217854769,0.135413819120861,-0.248987436540933,-0.237633962192976,0.193230345799793,"Lorne",0.75744903697563,"small","large","Eucalyptus pilularis","Eucalyptus microcorys","small_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"423","Misc_small","Eucalyptus microcorys large",-0.226171640507514,-0.496417497491686,0.0440742164766579,-0.230212787097651,-0.222130493917377,0.13788307291146,"Lorne",0.540491713968344,"small","large","Misc","Eucalyptus microcorys","small_large","N_NSW",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"424","Eucalyptus microcorys small","Eucalyptus microcorys small",0.176234089564675,-0.0477921499083772,0.400260329037727,0.169086440570993,0.183381738558357,0.114301202083376,"Lorne",0.448052478946104,"small","small","Eucalyptus microcorys","Eucalyptus microcorys","small_small","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"425","Eucalyptus pilularis large","Eucalyptus microcorys small",-0.165133617742701,-0.520097119723159,0.189829884237758,-0.169061299759044,-0.161205935726357,0.181107155427531,"Lorne",0.709927003960917,"large","small","Eucalyptus pilularis","Eucalyptus microcorys","large_small","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"426","Eucalyptus pilularis small","Eucalyptus microcorys small",0.0366284421854017,-0.224520423939226,0.29777730831003,0.0324606545365016,0.0407962298343018,0.1332416657574,"Lorne",0.522297732249256,"small","small","Eucalyptus pilularis","Eucalyptus microcorys","small_small","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"427","Misc_small","Eucalyptus microcorys small",-0.0325689262996439,-0.203449937639906,0.138312085040619,-0.0354067385342167,-0.029731114065071,0.0871857915186964,"Lorne",0.341762022680525,"small","small","Misc","Eucalyptus microcorys","small_small","N_NSW",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"428","Eucalyptus pilularis large","Eucalyptus pilularis large",-0.550784007145156,-1.62384224582308,0.522274231532768,-0.561460512834861,-0.540107501455451,0.547488753437344,"Lorne",2.14611647735585,"large","large","Eucalyptus pilularis","Eucalyptus pilularis","large_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"429","Eucalyptus pilularis small","Eucalyptus pilularis large",0.396520858282309,-0.273368556656204,1.06641027322082,0.388393953706447,0.404647762858171,0.341786594153013,"Lorne",1.33977882987703,"small","large","Eucalyptus pilularis","Eucalyptus pilularis","small_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"430","Misc_small","Eucalyptus pilularis large",-0.256605272244974,-0.681729627345716,0.168519082855767,-0.262339583396667,-0.250870961093281,0.216904166838813,"Lorne",0.850248710201483,"small","large","Misc","Eucalyptus pilularis","small_large","N_NSW",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"431","Eucalyptus pilularis small","Eucalyptus pilularis small",-0.141951687551039,-0.839946311053809,0.556042935951731,-0.149693589479557,-0.134209785622521,0.356126249772171,"Lorne",1.39598924700554,"small","small","Eucalyptus pilularis","Eucalyptus pilularis","small_small","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"432","Misc_small","Eucalyptus pilularis small",0.0123298008811667,-0.32099583977076,0.345655441533093,0.00786567764834632,0.016793924113987,0.170067227398645,"Lorne",0.666651281303853,"small","small","Misc","Eucalyptus pilularis","small_small","N_NSW",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"433","Misc_small","Misc_small",0.0911811105331708,-0.248348910374334,0.430711131440676,0.0855192301206999,0.0968429909456417,0.173232785696918,"Lorne",0.67906004181501,"small","small","Misc","Misc","small_small","N_NSW",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.small"
"434","Allocasuarina torulosa small","Allocasuarina torulosa small",0.132780351833217,-0.248035859655302,0.513596563321737,0.124066480851796,0.141494222814638,0.194297555716508,"BirdTree",0.761632422977039,"small","small","Allocasuarina torulosa","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"435","Archontophoenix cunninghamiana small","Allocasuarina torulosa small",-0.140060455804184,-0.282959098948371,0.0028381873400018,-0.143431998970286,-0.136688912638083,0.0729088107084378,"BirdTree",0.285797286288372,"small","small","Archontophoenix cunninghamiana","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"436","Cryptocarya rigida small","Allocasuarina torulosa small",-0.00387082011693425,-0.194741701587809,0.187000061353941,-0.00848974663090289,0.000748106397034395,0.0973848922615111,"BirdTree",0.38174176294175,"small","small","Cryptocarya rigida","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"437","Eucalyptus pilularis large","Allocasuarina torulosa small",-0.346161408384338,-0.991426343432038,0.299103526663363,-0.358282480864058,-0.334040335904617,0.32922285314295,"BirdTree",1.2905298700954,"large","small","Eucalyptus pilularis","Allocasuarina torulosa","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"438","Eucalyptus pilularis small","Allocasuarina torulosa small",-0.0641598864610393,-0.578272795142705,0.449953022220627,-0.0726634228705711,-0.0556563500515075,0.262307324388062,"BirdTree",1.02822581736333,"small","small","Eucalyptus pilularis","Allocasuarina torulosa","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"439","Misc_large","Allocasuarina torulosa small",0.120807351012943,-0.126767392470311,0.368382094496198,0.114977898907723,0.126636803118164,0.126315965719826,"BirdTree",0.495149486966509,"large","small","Misc","Allocasuarina torulosa","large_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
"440","Misc_small","Allocasuarina torulosa small",0.092718636295031,-0.190324692435144,0.375761965025206,0.0879880884784331,0.0974491841116289,0.144412515210884,"BirdTree",0.56608665746035,"small","small","Misc","Allocasuarina torulosa","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"441","Schizomeria ovata large","Allocasuarina torulosa small",-0.28412868306515,-1.0032361083572,0.434978742226899,-0.295306507241425,-0.272950858888876,0.366898285358444,"BirdTree",1.4382148505841,"large","small","Schizomeria ovata","Allocasuarina torulosa","large_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"442","Schizomeria ovata small","Allocasuarina torulosa small",0.0542059305558723,-0.180348948587698,0.288760809699442,0.050395127915349,0.0580167331963956,0.119673055726385,"BirdTree",0.46910975828714,"small","small","Schizomeria ovata","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"443","Syncarpia glomulifera subsp glabra small","Allocasuarina torulosa small",0.0434770083348524,-0.615887480111537,0.702841496781241,0.0343819816386819,0.0525720350310228,0.336416635023588,"BirdTree",1.31872897689278,"small","small","Syncarpia glomulifera","Allocasuarina torulosa","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"444","Synoum glandulosum subsp glandulsoum small","Allocasuarina torulosa small",0.214139319379554,-0.0579838042515865,0.486262443010694,0.208364690323927,0.219913948435181,0.138840879616979,"BirdTree",0.544246247262281,"small","small","Synoum glandulosum","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"445","Archontophoenix cunninghamiana small","Archontophoenix cunninghamiana small",0.290676194567693,0.110975159924986,0.470377229210401,0.278531566994904,0.302820822140483,0.0916858860979928,"BirdTree",0.359402069285415,"small","small","Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","small_small","N_NSW",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"446","Cryptocarya rigida small","Archontophoenix cunninghamiana small",0.00419722039471541,-0.118504923571946,0.126899364361377,0.00057080827859009,0.00782363251084073,0.062604285045297,"BirdTree",0.245404287933323,"small","small","Cryptocarya rigida","Archontophoenix cunninghamiana","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"447","Eucalyptus pilularis large","Archontophoenix cunninghamiana small",-0.297968850593491,-0.710137179562168,0.114199478375185,-0.306940938106134,-0.288996763080849,0.210293827957966,"BirdTree",0.824336657937353,"large","small","Eucalyptus pilularis","Archontophoenix cunninghamiana","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"448","Eucalyptus pilularis small","Archontophoenix cunninghamiana small",0.0604312669489591,-0.275177245140412,0.39603977903833,0.0552157898351553,0.065646744062763,0.171231979126457,"BirdTree",0.671217024178742,"small","small","Eucalyptus pilularis","Archontophoenix cunninghamiana","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"449","Misc_large","Archontophoenix cunninghamiana small",0.0916039594736694,-0.0887941867974373,0.272002105744776,0.0871523687181304,0.0960555502292083,0.0920415618317807,"BirdTree",0.360796292542213,"large","small","Misc","Archontophoenix cunninghamiana","large_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
"450","Misc_small","Archontophoenix cunninghamiana small",-0.04965791112071,-0.184339759453992,0.0850239372125722,-0.0532490311084203,-0.0460667911329997,0.0687164914231259,"BirdTree",0.269363696666564,"small","small","Misc","Archontophoenix cunninghamiana","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"451","Schizomeria ovata large","Archontophoenix cunninghamiana small",-0.000225459495585772,-0.335036358592819,0.334585439601648,-0.00709525094582727,0.00664433195465573,0.170825026244451,"BirdTree",0.669621798194467,"large","small","Schizomeria ovata","Archontophoenix cunninghamiana","large_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"452","Schizomeria ovata small","Archontophoenix cunninghamiana small",-0.0355651978309434,-0.165103118163349,0.0939727225014618,-0.0391290991671368,-0.03200129649475,0.0660919901356269,"BirdTree",0.25907584066481,"small","small","Schizomeria ovata","Archontophoenix cunninghamiana","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"453","Syncarpia glomulifera subsp glabra small","Archontophoenix cunninghamiana small",0.0541388307287505,-0.25935193618075,0.367629597638251,0.0490319436040592,0.0592457178534418,0.159947207898857,"BirdTree",0.626981533819002,"small","small","Syncarpia glomulifera","Archontophoenix cunninghamiana","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"454","Synoum glandulosum subsp glandulsoum small","Archontophoenix cunninghamiana small",0.0930689761744594,-0.0546085022483736,0.240746454597292,0.0901042434146893,0.0960337089342295,0.0753470367760296,"BirdTree",0.295354956845666,"small","small","Synoum glandulosum","Archontophoenix cunninghamiana","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"455","Cryptocarya rigida small","Cryptocarya rigida small",-0.0841923853965819,-0.367249565152135,0.198864794358971,-0.0942058107761785,-0.0741789600169853,0.144419582190424,"BirdTree",0.566114359511106,"small","small","Cryptocarya rigida","Cryptocarya rigida","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"456","Eucalyptus pilularis large","Cryptocarya rigida small",0.0238268959559358,-0.467667286768233,0.515321078680105,0.011904632919277,0.0357491589925946,0.250766946026056,"BirdTree",0.982988365448338,"large","small","Eucalyptus pilularis","Cryptocarya rigida","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"457","Eucalyptus pilularis small","Cryptocarya rigida small",0.11229662025052,-0.31405621252769,0.53864945302873,0.10492456062949,0.119668679871551,0.21753095268139,"BirdTree",0.85270566555642,"small","small","Eucalyptus pilularis","Cryptocarya rigida","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"458","Misc_large","Cryptocarya rigida small",-0.172349634981764,-0.397587358140335,0.0528880881768064,-0.177449177748461,-0.167250092215067,0.114919317362572,"BirdTree",0.450475446317141,"large","small","Misc","Cryptocarya rigida","large_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
"459","Misc_small","Cryptocarya rigida small",-0.074499941803044,-0.26455951223128,0.115559628625192,-0.079334673612082,-0.0696652099940059,0.096970950449805,"BirdTree",0.380119140856472,"small","small","Misc","Cryptocarya rigida","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"460","Schizomeria ovata large","Cryptocarya rigida small",-0.139278832276808,-0.570758840236948,0.292201175683331,-0.147811429348289,-0.130746235205328,0.22014690645522,"BirdTree",0.86296001592028,"large","small","Schizomeria ovata","Cryptocarya rigida","large_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"461","Schizomeria ovata small","Cryptocarya rigida small",-0.102999305329383,-0.29103968081386,0.0850410701550947,-0.10723754436595,-0.0987610662928152,0.0959407300173452,"BirdTree",0.376080750968955,"small","small","Schizomeria ovata","Cryptocarya rigida","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"462","Syncarpia glomulifera subsp glabra small","Cryptocarya rigida small",0.154212919435926,-0.253723702111042,0.562149540982895,0.146875913389645,0.161549925482208,0.208134753885643,"BirdTree",0.815873243093937,"small","small","Syncarpia glomulifera","Cryptocarya rigida","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"463","Synoum glandulosum subsp glandulsoum small","Cryptocarya rigida small",0.0389314538096439,-0.129655211321519,0.207518118940807,0.0346361998901955,0.0432267077290922,0.0860151852079698,"BirdTree",0.337173330262326,"small","small","Synoum glandulosum","Cryptocarya rigida","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"464","Eucalyptus pilularis large","Eucalyptus pilularis large",-2.32062735583308,-4.2549191679671,-0.386335543699049,-2.36709919946503,-2.27415551220112,0.986901712169956,"BirdTree",3.86858362426806,"large","large","Eucalyptus pilularis","Eucalyptus pilularis","large_large","N_NSW",1,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"465","Eucalyptus pilularis small","Eucalyptus pilularis large",0.700244701809183,-0.480605344675585,1.88109474829395,0.674394918391176,0.72609448522719,0.602485584326632,"BirdTree",2.36170009296954,"small","large","Eucalyptus pilularis","Eucalyptus pilularis","small_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"466","Misc_large","Eucalyptus pilularis large",-0.037738148553827,-0.783037249999528,0.707560952891874,-0.0490799210912334,-0.0263963760164205,0.38026163099145,"BirdTree",1.4905982028914,"large","large","Misc","Eucalyptus pilularis","large_large","N_NSW",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.large"
"467","Misc_small","Eucalyptus pilularis large",-0.241204581351749,-0.77119783627528,0.288788673571781,-0.255461710323486,-0.226947452380013,0.270409690741284,"BirdTree",1.05998650984706,"small","large","Misc","Eucalyptus pilularis","small_large","N_NSW",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"468","Schizomeria ovata large","Eucalyptus pilularis large",1.58704195797498,0.282718396238081,2.89136551971188,1.54500995578103,1.62907396016894,0.665483433382062,"BirdTree",2.6086471234738,"large","large","Schizomeria ovata","Eucalyptus pilularis","large_large","N_NSW",1,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"469","Schizomeria ovata small","Eucalyptus pilularis large",-0.298154871686875,-0.786538815164528,0.190229071790777,-0.310784963348918,-0.285524780024833,0.249180060108228,"BirdTree",0.976767886955304,"small","large","Schizomeria ovata","Eucalyptus pilularis","small_large","N_NSW",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
