from,to,alpha,lo,hi,lo_numerical,hi_numerical,Site,class_from,class_to,species_from,species_to,class_int,dom_euc
Non-euc Suppressed,Eucalyptus Suppressed,0.266243036,0.063225466,0.469260607,0.259365953,0.27312012,Frankland,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,-0.202572156,-0.931097034,0.525952721,-0.215674166,-0.189470147,Frankland,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.408153806,-1.453896686,0.637589073,-0.422527174,-0.393780439,Collins,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Co-dominant,-0.628530409,-1.461220213,0.204159395,-0.640947713,-0.616113105,Collins,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Co-dominant,-0.933857496,-2.086356424,0.218641432,-0.960062803,-0.907652189,Collins,Intermediate,Co-dominant,Eucalyptus,Eucalyptus,Intermediate_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Co-dominant,0.279621083,-0.134369166,0.693611332,0.270687191,0.288554975,Collins,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Co-dominant,-0.122309569,-0.530248437,0.2856293,-0.128687482,-0.115931655,Collins,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Dominant,-1.510681917,-2.932019653,-0.089344182,-1.53211001,-1.489253825,Collins,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Dominant,-2.217428647,-4.217438772,-0.217418523,-2.253999144,-2.180858151,Collins,Intermediate,Dominant,Eucalyptus,Eucalyptus,Intermediate_Dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Dominant,0.262908514,-0.264968005,0.790785032,0.253987737,0.271829291,Collins,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Dominant,-0.368667375,-0.935698639,0.198363888,-0.381368586,-0.355966164,Collins,Suppressed,Dominant,Non-euc,Eucalyptus,Suppressed_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Intermediate,-3.494547685,-9.944736846,2.955641476,-3.587692433,-3.401402937,Collins,Intermediate,Intermediate,Eucalyptus,Eucalyptus,Intermediate_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Intermediate,0.926630203,-0.016173665,1.86943407,0.90588635,0.947374055,Collins,Suppressed,Intermediate,Eucalyptus,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Non-euc Suppressed,Eucalyptus Intermediate,0.28779909,-0.551208282,1.126806463,0.268201867,0.307396314,Collins,Suppressed,Intermediate,Non-euc,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Suppressed,0.14580373,-0.125767893,0.417375353,0.137165289,0.154442171,Collins,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Eucalyptus Suppressed,-0.187226253,-0.408162804,0.033710298,-0.193074107,-0.181378399,Collins,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,0.365549852,0.213248428,0.517851276,0.345308475,0.38579123,Collins,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.043729423,-1.063890692,0.976431846,-0.054206538,-0.033252308,Clare,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Co-dominant,-0.210361129,-1.35504306,0.934320802,-0.222799907,-0.197922352,Clare,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Co-dominant,-0.24223077,-1.033491509,0.54902997,-0.249128356,-0.235333183,Clare,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Co-dominant,-0.088667411,-0.419702419,0.242367597,-0.09462878,-0.082706041,Clare,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Dominant,-2.004350935,-4.250331601,0.241629731,-2.053460282,-1.955241588,Clare,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Dominant,-0.036529336,-1.13772524,1.064666568,-0.05132121,-0.021737462,Clare,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Dominant,-0.521864295,-1.084817481,0.04108889,-0.533815561,-0.509913029,Clare,Suppressed,Dominant,Non-euc,Eucalyptus,Suppressed_Dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Suppressed,0.525056968,-0.342858908,1.392972843,0.503552665,0.54656127,Clare,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Eucalyptus Suppressed,-0.123130821,-0.399018155,0.152756513,-0.128625302,-0.117636341,Clare,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,0.142115286,-0.058341284,0.342571856,0.134129804,0.150100768,Clare,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.046179182,-0.295274621,0.202916256,-0.05230811,-0.040050255,Sutton,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Co-dominant,-0.22257629,-0.599576262,0.154423682,-0.229944325,-0.215208255,Sutton,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Co-dominant,0.257161827,-0.025488145,0.539811799,0.250938382,0.263385273,Sutton,Intermediate,Co-dominant,Eucalyptus,Eucalyptus,Intermediate_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Co-dominant,-0.069808476,-0.15568968,0.016072728,-0.072230888,-0.067386063,Sutton,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Co-dominant,-0.173246413,-0.384577728,0.038084902,-0.177891343,-0.168601483,Sutton,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Dominant,-1.046172108,-2.186515542,0.094171327,-1.063052037,-1.029292178,Sutton,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Dominant,-0.369729585,-0.942893158,0.203433988,-0.377694814,-0.361764355,Sutton,Intermediate,Dominant,Eucalyptus,Eucalyptus,Intermediate_Dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Dominant,0.049082939,-0.126915959,0.225081837,0.045416257,0.052749621,Sutton,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Dominant,-0.189417267,-0.640722357,0.261887823,-0.200965596,-0.177868939,Sutton,Suppressed,Dominant,Non-euc,Eucalyptus,Suppressed_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Intermediate,-0.172401387,-0.75726581,0.412463036,-0.182071478,-0.162731295,Sutton,Intermediate,Intermediate,Eucalyptus,Eucalyptus,Intermediate_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Intermediate,-0.023080942,-0.140897289,0.094735405,-0.025701168,-0.020460717,Sutton,Suppressed,Intermediate,Eucalyptus,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Non-euc Suppressed,Eucalyptus Intermediate,-0.078602484,-0.377763043,0.220558074,-0.084369405,-0.072835563,Sutton,Suppressed,Intermediate,Non-euc,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Suppressed,0.345532744,0.258611704,0.432453783,0.335572106,0.355493381,Sutton,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Eucalyptus Suppressed,-0.038090041,-0.126294259,0.050114176,-0.041264125,-0.034915958,Sutton,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,0.444209315,0.283409945,0.605008686,0.429710664,0.458707966,Sutton,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.106012242,-0.668508115,0.456483632,-0.120079918,-0.091944565,Giants,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Co-dominant,-0.133738882,-0.675329155,0.407851392,-0.143835429,-0.123642334,Giants,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Co-dominant,0.109582357,-0.191682694,0.410847408,0.101678753,0.117485961,Giants,Intermediate,Co-dominant,Eucalyptus,Eucalyptus,Intermediate_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Co-dominant,0.182201092,-0.051114299,0.415516482,0.175085709,0.189316475,Giants,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Co-dominant,-0.090390842,-0.260380794,0.079599111,-0.093853963,-0.08692772,Giants,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Dominant,-0.881195478,-1.69627087,-0.066120087,-0.893976156,-0.8684148,Giants,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Dominant,0.350450752,-0.091743717,0.792645222,0.342057314,0.35884419,Giants,Intermediate,Dominant,Eucalyptus,Eucalyptus,Intermediate_Dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Dominant,0.124945387,-0.122158523,0.372049297,0.118533777,0.131356997,Giants,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Dominant,0.00876892,-0.212448262,0.229986101,0.00462218,0.012915659,Giants,Suppressed,Dominant,Non-euc,Eucalyptus,Suppressed_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Intermediate,0.182725937,-0.078448354,0.443900228,0.172461518,0.192990357,Giants,Intermediate,Intermediate,Eucalyptus,Eucalyptus,Intermediate_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Intermediate,0.071679776,-0.077470434,0.220829985,0.065459595,0.077899956,Giants,Suppressed,Intermediate,Eucalyptus,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Non-euc Suppressed,Eucalyptus Intermediate,-0.18914297,-0.366683179,-0.011602761,-0.19371932,-0.18456662,Giants,Suppressed,Intermediate,Non-euc,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Suppressed,0.274621029,0.083276063,0.465965996,0.264699102,0.284542957,Giants,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Eucalyptus Suppressed,0.006322391,-0.097151438,0.10979622,0.003452269,0.009192512,Giants,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,0.163600666,-0.002697111,0.329898443,0.155674489,0.171526843,Giants,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.048948526,-0.383834861,0.285937809,-0.056815802,-0.04108125,Warren,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Co-dominant,-0.395181595,-0.861754829,0.07139164,-0.401153284,-0.389209906,Warren,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Co-dominant,-0.182344922,-0.617598506,0.252908663,-0.187373073,-0.17731677,Warren,Intermediate,Co-dominant,Eucalyptus,Eucalyptus,Intermediate_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Co-dominant,-0.411724259,-0.711631631,-0.111816886,-0.41908856,-0.404359957,Warren,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Co-dominant,-0.112211056,-0.301040057,0.076617945,-0.116742826,-0.107679286,Warren,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Dominant,-0.748117024,-2.110500495,0.614266447,-0.761877651,-0.734356397,Warren,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Dominant,0.38642147,-0.402340701,1.17518364,0.375382245,0.397460695,Warren,Intermediate,Dominant,Eucalyptus,Eucalyptus,Intermediate_Dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Dominant,-0.344617384,-0.859058146,0.169823379,-0.353829236,-0.335405531,Warren,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Dominant,0.076685082,-0.222169821,0.375539984,0.068828831,0.084541332,Warren,Suppressed,Dominant,Non-euc,Eucalyptus,Suppressed_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Intermediate,0.101222208,-0.721289446,0.923733862,0.091824391,0.110620025,Warren,Intermediate,Intermediate,Eucalyptus,Eucalyptus,Intermediate_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Intermediate,-0.043110334,-0.461507236,0.375286569,-0.049651137,-0.036569531,Warren,Suppressed,Intermediate,Eucalyptus,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Non-euc Suppressed,Eucalyptus Intermediate,-0.066464927,-0.38695554,0.254025686,-0.072237705,-0.060692149,Warren,Suppressed,Intermediate,Non-euc,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Suppressed,-0.081837765,-0.470345572,0.306670043,-0.093100937,-0.070574592,Warren,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Eucalyptus Suppressed,-0.175076787,-0.376707856,0.026554281,-0.18024848,-0.169905095,Warren,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,0.397774528,0.246296924,0.549252132,0.385898802,0.409650255,Warren,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.770474843,-1.730908764,0.189959078,-0.781944375,-0.759005311,Dawson,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Co-dominant,0.193196118,-0.474453084,0.860845319,0.183162514,0.203229721,Dawson,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Co-dominant,0.439506746,-0.423201915,1.302215408,0.425461598,0.453551895,Dawson,Intermediate,Co-dominant,Eucalyptus,Eucalyptus,Intermediate_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Co-dominant,0.156186088,-0.220097587,0.532469763,0.150180033,0.162192144,Dawson,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Co-dominant,-0.165974892,-0.487622588,0.155672803,-0.17224493,-0.159704855,Dawson,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Dominant,-0.513370864,-1.405741073,0.378999346,-0.523302786,-0.503438942,Dawson,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Dominant,0.160567436,-0.821067978,1.14220285,0.145653349,0.175481523,Dawson,Intermediate,Dominant,Eucalyptus,Eucalyptus,Intermediate_Dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Dominant,0.144406171,-0.288353374,0.577165716,0.138959665,0.149852676,Dawson,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Dominant,0.024122676,-0.260537655,0.308783007,0.018391357,0.029853994,Dawson,Suppressed,Dominant,Non-euc,Eucalyptus,Suppressed_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Intermediate,0.411691865,-0.699206056,1.522589786,0.379068651,0.444315078,Dawson,Intermediate,Intermediate,Eucalyptus,Eucalyptus,Intermediate_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Intermediate,0.241570757,-0.234473191,0.717614704,0.230431113,0.252710401,Dawson,Suppressed,Intermediate,Eucalyptus,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Non-euc Suppressed,Eucalyptus Intermediate,-0.149792015,-0.671551898,0.371967869,-0.161608443,-0.137975586,Dawson,Suppressed,Intermediate,Non-euc,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Suppressed,0.076236298,-0.257643356,0.410115952,0.070480393,0.081992203,Dawson,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Eucalyptus Suppressed,0.027213761,-0.159064258,0.21349178,0.023123207,0.031304315,Dawson,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,0.244816676,0.117709611,0.371923741,0.235451257,0.254182095,Dawson,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,0.034304423,-0.247039622,0.315648469,0.030146575,0.038462271,Carey,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Co-dominant,0.001081327,-0.615819467,0.617982121,-0.005416237,0.007578891,Carey,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Co-dominant,-0.013181842,-0.744034362,0.717670677,-0.019370407,-0.006993277,Carey,Intermediate,Co-dominant,Eucalyptus,Eucalyptus,Intermediate_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Co-dominant,0.051629345,-0.196395469,0.299654158,0.048614261,0.054644429,Carey,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Co-dominant,-0.020070926,-0.189983026,0.149841174,-0.022347562,-0.01779429,Carey,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Eucalyptus Dominant,Eucalyptus Dominant,-3.555953882,-8.205286452,1.093378688,-3.607809958,-3.504097806,Carey,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Dominant,1.36446489,-0.438087832,3.167017612,1.334449796,1.394479984,Carey,Intermediate,Dominant,Eucalyptus,Eucalyptus,Intermediate_Dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Dominant,-0.08152196,-0.768153845,0.605109924,-0.089897496,-0.073146425,Carey,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Dominant,0.108611413,-0.433266569,0.650489395,0.102606447,0.114616378,Carey,Suppressed,Dominant,Non-euc,Eucalyptus,Suppressed_Dominant,E. diversicolor
Eucalyptus Intermediate,Eucalyptus Intermediate,-0.976656805,-3.015679819,1.062366209,-0.996442404,-0.956871206,Carey,Intermediate,Intermediate,Eucalyptus,Eucalyptus,Intermediate_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Intermediate,-0.427991313,-1.220166895,0.364184269,-0.434928204,-0.421054421,Carey,Suppressed,Intermediate,Eucalyptus,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Non-euc Suppressed,Eucalyptus Intermediate,-0.445278457,-1.044242255,0.153685342,-0.452269608,-0.438287306,Carey,Suppressed,Intermediate,Non-euc,Eucalyptus,Suppressed_Intermediate,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Suppressed,0.099789702,-0.367142668,0.566722073,0.094404064,0.105175341,Carey,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Eucalyptus Suppressed,-0.111432641,-0.316072815,0.093207532,-0.114218221,-0.108647062,Carey,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,0.190253081,-0.028997088,0.40950325,0.184682358,0.195823803,Carey,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.290385924,-0.826488513,0.245716664,-0.296405276,-0.284366573,Dombakup,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Co-dominant,0.020388767,-0.214065703,0.254843237,0.017321197,0.023456337,Dombakup,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Non-euc Suppressed,Eucalyptus Co-dominant,0.007036139,-0.10693278,0.121005059,0.004174736,0.009897543,Dombakup,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. diversicolor
Eucalyptus Suppressed,Eucalyptus Suppressed,0.186056846,-0.082753521,0.454867214,0.180304495,0.191809197,Dombakup,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Eucalyptus Suppressed,-0.026687077,-0.094256957,0.040882804,-0.028898749,-0.024475404,Dombakup,Suppressed,Suppressed,Non-euc,Eucalyptus,Suppressed_Suppressed,E. diversicolor
Non-euc Suppressed,Non-euc Suppressed,0.271070821,0.162869732,0.379271911,0.261033254,0.281108388,Dombakup,Suppressed,Suppressed,Non-euc,Non-euc,Suppressed_Suppressed,E. diversicolor
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.153852088,-0.49801532,0.190311144,-0.160172963,-0.147531213,Candelo,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. obliqua
Eucalyptus Dominant,Eucalyptus Co-dominant,-0.377616781,-0.738051729,-0.017181833,-0.383195827,-0.372037735,Candelo,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. obliqua
Eucalyptus Intermediate,Eucalyptus Co-dominant,-0.016950359,-0.287911283,0.254010566,-0.021149148,-0.01275157,Candelo,Intermediate,Co-dominant,Eucalyptus,Eucalyptus,Intermediate_Co-dominant,E. obliqua
Eucalyptus Suppressed,Eucalyptus Co-dominant,0.030292859,-0.125850947,0.186436665,0.026634883,0.033950835,Candelo,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. obliqua
Eucalyptus Dominant,Eucalyptus Dominant,-0.443050738,-1.139528756,0.25342728,-0.454265812,-0.431835664,Candelo,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. obliqua
Eucalyptus Intermediate,Eucalyptus Dominant,-0.016962704,-0.516965435,0.483040027,-0.023043138,-0.01088227,Candelo,Intermediate,Dominant,Eucalyptus,Eucalyptus,Intermediate_Dominant,E. obliqua
Eucalyptus Suppressed,Eucalyptus Dominant,-0.153772271,-0.422565611,0.115021069,-0.158506001,-0.149038541,Candelo,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. obliqua
Eucalyptus Intermediate,Eucalyptus Intermediate,0.248718422,-0.034529838,0.531966682,0.237785587,0.259651257,Candelo,Intermediate,Intermediate,Eucalyptus,Eucalyptus,Intermediate_Intermediate,E. obliqua
Eucalyptus Suppressed,Eucalyptus Intermediate,0.10226631,-0.05878203,0.263314651,0.095478512,0.109054109,Candelo,Suppressed,Intermediate,Eucalyptus,Eucalyptus,Suppressed_Intermediate,E. obliqua
Eucalyptus Suppressed,Eucalyptus Suppressed,0.279317631,0.149364145,0.409271116,0.271828752,0.286806509,Candelo,Suppressed,Suppressed,Eucalyptus,Eucalyptus,Suppressed_Suppressed,E. obliqua
Eucalyptus Co-dominant,Eucalyptus Co-dominant,-0.376167566,-0.71245444,-0.039880691,-0.386637883,-0.365697248,BlackRiver,Co-dominant,Co-dominant,Eucalyptus,Eucalyptus,Co-dominant_Co-dominant,E. obliqua
Eucalyptus Dominant,Eucalyptus Co-dominant,-0.808303055,-1.380400357,-0.236205754,-0.819292716,-0.797313395,BlackRiver,Dominant,Co-dominant,Eucalyptus,Eucalyptus,Dominant_Co-dominant,E. obliqua
Eucalyptus Intermediate,Eucalyptus Co-dominant,-0.130846685,-0.309077018,0.047383648,-0.134763646,-0.126929724,BlackRiver,Intermediate,Co-dominant,Eucalyptus,Eucalyptus,Intermediate_Co-dominant,E. obliqua
Eucalyptus Suppressed,Eucalyptus Co-dominant,0.234779626,0.014844481,0.454714771,0.230143034,0.239416219,BlackRiver,Suppressed,Co-dominant,Eucalyptus,Eucalyptus,Suppressed_Co-dominant,E. obliqua
Non-euc Suppressed,Eucalyptus Co-dominant,0.008405737,-0.08170597,0.098517443,0.005766551,0.011044922,BlackRiver,Suppressed,Co-dominant,Non-euc,Eucalyptus,Suppressed_Co-dominant,E. obliqua
Eucalyptus Dominant,Eucalyptus Dominant,-1.244135638,-2.546636809,0.058365534,-1.266865851,-1.221405425,BlackRiver,Dominant,Dominant,Eucalyptus,Eucalyptus,Dominant_Dominant,E. obliqua
Eucalyptus Intermediate,Eucalyptus Dominant,-0.336273927,-0.715978106,0.043430251,-0.343321846,-0.329226009,BlackRiver,Intermediate,Dominant,Eucalyptus,Eucalyptus,Intermediate_Dominant,E. obliqua
Eucalyptus Suppressed,Eucalyptus Dominant,0.564727393,0.138206332,0.991248454,0.554881635,0.574573151,BlackRiver,Suppressed,Dominant,Eucalyptus,Eucalyptus,Suppressed_Dominant,E. obliqua
Non-euc Suppressed,Eucalyptus Dominant,0.173058711,-0.036214899,0.382332321,0.168200076,0.177917346,BlackRiver,Suppressed,Dominant,Non-euc,Eucalyptus,Suppressed_Dominant,E. obliqua
